3239623373	47	992	Cobb	13	neg
3236556566	613	20	Coq au Vin	14	pos
2025447426	47	1352	Thai	-1	-1
6177831268	140	813	Yellowtail Truffle Maki	80	pos
4157317077	564	608	Sake	16	pos
6172477747	323	471	Caesar	66	pos
4155525559	104	219	Delessio	-1	-1
2129244466	93	92	Nonna Maria	9	pos
4159229179	51	226	Walnut Prawns	37	pos
4153972290	20	555	Wor Wonton	88	pos
2023326355	165	22	Nellie	-2	-1
7735282883	317	656	Ropa Vieja	23	neu
6175239026	506	51	Giacomo	-1	-1
2122234224	6	7	Turtle Bay	-1	-1
2138910900	373	12	Grand	-1	-1
4159044100	724	0	Bacar	-1	-1
2028228783	1047	723	Arnold	104	neu
2022999630	64	34	Napoleon	-1	-1
2156276711	19	30	Abbaye	-1	-1
3236643333	59	576	Nicky D'Lux	48	pos
4156731888	152	262	Harris	-1	-1
3122258811	69	109	LA	-1	-1
2122858585	65	252	Les Halles	-1	-1
2027977171	579	17	Marvin	-1	-1
2126881999	40	261	New York	-1	-1
2028332888	90	1332	Hunan Chicken	186	pos
2138910900	261	4	Water Grill	-1	-1
4154952266	148	299	Bistro Burger	-1	-1
2025472098	86	111	Capitol	-1	-1
3127829855	452	240	Greek Chicken	-2	-1
2125091144	40	131	Delmonico	-1	-1
2128326688	8	277	Roll	-2	-1
6177831268	189	183	Black Cod with Miso	20	pos
4156731888	951	405	Kobe	18	pos
4157717771	504	131	Chez Maman	-1	-1
2126731300	233	218	Taisho	-1	-1
4158340344	33	266	Delica	-1	-1
2124738888	69	244	Grilled Chicken	26	neg
2674605744	2	330	Lo Mein	169	neu
4158962120	378	639	Chile	-1	-1
4152551303	474	463	Sicilian	5	neu
2122808099	37	11	Kouzan	-1	-1
4155671700	9	612	Sour Steamed Mussel	34	neu
4152527825	283	95	Cha-ya	-1	-1
2127422436	37	280	Zeytuna	-1	-1
4153378537	5	58	Chenery Park	-1	-1
3236633104	485	97	Jitlada	-1	-1
3105529988	732	1549	Nyonya Seafood Laksa	-2	-1
2125336966	356	100	Japanese	-1	-1
2028332888	148	130	Singapore	-1	-1
3105583168	200	17	Famoso Pollo Versailles	18	neu
4156262260	214	510	Zadin	-1	-1
4152551600	152	307	Deja	-1	-1
4159810983	349	517	Kokkari	-1	-1
6173407779	3	225	Blu	-1	-1
2126941777	366	656	Creole Potato Salad	30	pos
4153627733	279	688	Bay	-1	-1
6174594521	34	359	Chicken Tikka Masala	109	neu
6172477747	325	28	Stella	-1	-1
4158313663	167	168	Tofu Gra Prow Krob	26	neu
2125313939	118	60	Le Monde	-1	-1
4156731888	874	582	Eider Martini	2	pos
4157754216	776	802	Joynt	-1	-1
7738628500	36	193	Mirai	-1	-1
4156482958	83	168	Puerto Rican	-1	-1
4154210700	88	227	New York Pizza	46	pos
6173673016	35	64	North End	-1	-1
2159226500	172	527	California	-1	-1
2127271505	37	324	Gaufre Dame Blache	13	neu
3105583168	705	3	Versailles	-1	-1
2126941777	505	77	Dino	-1	-1
7736610675	48	409	Thousand Island	-2	-1
4157515175	97	603	Choice of Chicken	-1	-1
2125817100	126	10	RTR	-1	-1
4153872244	92	79	Mel	-1	-1
4156813228	37	8	Mango Medley	124	neu
4152520247	30	788	Fish	73	neu
2129642525	17	18	New	-1	-1
2123077934	177	748	Chili	0	pos
4158313663	56	0	Sticky Rice	45	neu
4154952266	33	87	Niman Ranch	1	neu
4157717771	160	776	French	-1	-1
7732780900	21	64	El Nandu	-1	-1
2023872272	184	710	Costillas de Puerco	22	neu
2026382233	98	25	Mexican	-1	-1
2124906650	363	239	Manhattan	-1	-1
2028228783	1264	247	Louie	9	neu
7735257479	13	2436	Orange Peel Chicken	189	pos
4153459947	33	334	Afghan	-1	-1
6175780089	59	841	Beef Noodle Soup	59	neg
2026294355	51	594	Sukothai	-1	-1
2129242305	30	602	Pollo	16	neu
4154312526	85	93	Thep	-1	-1
2028228783	1072	1336	Founding Farmers	-1	-1
4155785637	12	734	Orangina	136	pos
4152219811	37	88	Nagano	-1	-1
6177834858	9	5	Belo	-1	-1
3236633104	21	245	Fried Soft Shell Crab in Southern Curry	284	pos
4156262260	124	305	Goi Cuon Thit Nuong	0	neu
3104437690	22	195	Mushroom Swiss Burger	51	neu
