3236633104	742	105	Thai	-1	-1
2027977171	203	70	Marvin	-1	-1
6172676336	20	103	Boston	-1	-1
4159044100	465	75	Bacar	-1	-1
4152527825	233	14	Cha-ya	-1	-1
7732780900	13	39	Nandu	-1	-1
4153378537	84	0	Chenery Park	-1	-1
6175239026	509	69	Giacomo	-1	-1
3127829855	378	571	Greek Islands	-1	-1
2153828158	43	10	Allegro	-1	-1
6172477747	130	0	Stella	-1	-1
3105583168	188	360	Chuletas de Puerco	16	pos
7735613780	104	810	Almond Crusted Trout	15	pos
4157518211	30	1010	Imperial Roll	-2	-1
4155785637	29	349	Pizza Pronto	-2	-1
4155437673	123	221	Buca	-1	-1
4153871789	249	17	Taiwan	-1	-1
2129642525	302	902	Ocean Herbal Broth	-2	-1
2023992546	293	576	Maine	-1	-1
4158313663	56	555	Time	-1	-1
4156262260	227	172	Zadin	-1	-1
2026382233	14	32	Mexican	-1	-1
4153872244	243	10	Mel	-2	-1
2126734610	34	438	East Village Thai	-1	-1
4152219811	55	14	Tempura California	28	neu
4156482958	52	779	La Habana Vieja	24	pos
4152825872	14	178	Romano	-2	-1
2123741312	18	53	Chinese	-1	-1
2126941777	720	416	Chicken	14	neu
2127422436	32	0	Zeytuna	-1	-1
4156731888	208	327	Caesar	12	pos
4156731888	110	102	Harris	-1	-1
3102899910	594	672	Taco Mix	19	pos
4158855180	195	228	Chao	16	pos
4156813228	80	785	Korean	-1	-1
2028228783	310	120	Founding Farmers	-1	-1
4159339900	72	178	Burmese	-1	-1
7732894991	141	4	Las Palmas	-1	-1
3236633104	674	694	Curry	-2	-1
2132738945	177	269	Chuleta de Puerco	24	neu
2126941777	795	1262	Texas	-1	-1
4153340580	26	1143	Tiramisu	29	neu
3236633104	646	359	Thailand	-1	-1
2026294355	45	897	DC	-1	-1
2154373860	26	927	California	-2	-1
4159810983	176	39	Kokkari	-1	-1
2128646137	156	15	Tom	-1	-1
4159816138	44	44	Chow Fun	-2	-1
4153458263	55	1122	Marina	-1	-1
7735257479	94	309	Kung Po Beef	237	pos
4155540522	268	464	Gamberoni	23	pos
2155457005	507	10	Philly	-1	-1
2126759463	109	362	French	-1	-1
7738628500	233	3151	Yaki Yaki	22	pos
4153871789	92	23	Shanghai	-2	-1
4158313663	162	355	Tom Yum Goong	-2	-1
6172361767	278	0	Pour House	-1	-1
2122130077	90	571	Clay Pot Tofu	33	pos
4153696166	126	91	Sake	-1	-1
2126204020	227	0	Gotham	-1	-1
2124752126	61	0	La Caverna	-1	-1
3236633104	680	11	Chiang Mai	-1	-1
7734781079	17	24	Thai Thai	-1	-1
7739890818	74	0	Roong Petch	-1	-1
6177318993	8	0	Bruegger	-1	-1
2674605744	2	330	Lo Mein	-2	-1
2126862055	30	580	Greenly Green Roll	45	pos
2028332888	25	57	Meiwah	-1	-1
4156731888	700	186	Filet Mignon	33	pos
2028228783	661	325	English	-2	-1
4155540522	112	2165	Chicken Piccata	65	neu
2022896188	25	19	Southern	-1	-1
2023326355	51	28	Nellie	-1	-1
4159228424	145	234	Tom Yum	10	pos
2028332888	163	97	Kung Pao	-2	-1
2022999630	53	7	Napoleon	-1	-1
2126941777	286	99	Dino	-1	-1
4155437673	716	40	Di Beppo	-1	-1
2127652929	33	639	Shredded Pork Noodle Soup	16	pos
2022896188	26	544	Cajun	-1	-1
4156813228	181	0	Mango Medley	124	neu
2126954113	302	4	Sul	0	pos
2023330215	10	210	French Toast	89	neg
2158740669	21	620	Pizza Rustica	-1	-1
2122234224	6	7	Turtle Bay	-1	-1
2122320152	27	0	Niko Niko	-1	-1
3105529988	622	768	Caramelized Banana Custard Cake	60	pos
2156279000	15	72	Al	-1	-1
4157713100	143	272	Pesto Picasso	16	pos
2124906650	327	204	New England	24	neu
4159228424	103	420	Thai Iced Tea Lemonade	59	neu
2674332164	7	435	Brandywine	-1	-1
3105583168	559	81	LA	-1	-1
4155665311	18	549	Tom Kha	11	pos
2124869200	239	1112	Ham	-2	-1
4156731888	751	37	House	-1	-1
4157754216	339	19	Joynt	-1	-1
3236643333	67	173	Nicky	-1	-1
2125091144	78	8	Delmonicos	-1	-1
2026382233	74	167	Rice	-2	-1
