4154312526	106	377	Crispy Tofu	3	pos
4159217600	52	259	Ahi Tuna Tartare	7	neu
6177203663	119	772	Alfredo	51	neu
4156262260	25	777	GLUTEN-FREE	-2	-1
4153871789	13	11	Taiwan	-1	-1
2123088281	12	0	Agra	-1	-1
4159044100	242	0	Bacar	-1	-1
2024703577	55	871	Afghani	-1	-1
6175780089	29	330	Chicken Noodle	98	pos
4159228424	148	74	Thai	-2	-1
4154312526	88	140	Thep Phanom	43	pos
3127829855	422	54	Greek Islands	-1	-1
2138910900	176	872	Manila	-2	-1
2126941777	916	965	BBQ Chicken	-2	-1
4159217600	112	1267	Chicken Marsala	20	pos
4156262260	25	1337	Pan Fried Pho Noodles	15	neu
4157754216	268	321	Sloppy Joe	31	pos
2022962924	4	45	Jonathan	-1	-1
6175780089	54	711	Jasmine Rice	67	pos
4159339900	239	112	Thai Salmon Curry Pot Pie	0	neu
6175239026	251	208	Giacomo	-1	-1
2128326688	24	17	Taki	-1	-1
4153978470	120	121	North Indian	-1	-1
6172477747	148	763	Crispy Fried Artichoke Hearts	6	neu
4155671700	14	135	Saigon Chicken	22	pos
2028228783	756	51	Founding Farmers	-1	-1
4157754216	470	230	Turkey	-2	-1
2126731300	286	185	Unatama Don	31	pos
3236633104	668	1046	Green Curry	-2	-1
2156279844	5	378	Yukon Gold	18	neg
4155525559	353	0	Delessio	-1	-1
2125091144	96	0	Delmonico	-2	-1
4153918717	117	34	Mercedes	-1	-1
2122659700	182	334	Apple	-2	-1
6177877800	43	611	Large Cheese	-2	-1
4152527825	136	422	Hangetsu	63	neu
4158855180	63	1975	Bo Cha Dum	-2	-1
4157754216	364	96	Joynt	-1	-1
2159851838	34	0	Aki	-1	-1
3105583168	403	274	Versailles	-1	-1
2126204020	8	8	Gotham	-1	-1
4159228424	193	46	Pad Kee Mao	46	neu
3236643333	162	17	Nicky	-1	-1
3105529988	516	1067	Tofu	-2	-1
6175780089	0	24	Beef Noodle Soup	59	pos
6172361767	429	4	Pour House	-1	-1
4158397366	74	28	Chinese	-1	-1
4152520247	30	448	Philly	-2	-1
2129655366	126	128	Cha Gio	-2	-1
2027977171	572	46	Marvin	-1	-1
2126941777	153	104	Dino	-1	-1
3236633104	715	93	Jitlada	-1	-1
2129244466	500	1047	Nonna Maria	9	pos
2127225133	102	106	German Apple Pancakes	85	neu
4156653633	87	227	Bacon	-2	-1
7732525687	582	729	Costa Rican Rice	-2	-1
4153872244	237	103	Mel	-1	-1
2157721230	4	686	Caesar	6	neu
4156731888	87	2279	Harris	-1	-1
2126204020	318	792	Miso Marinated Black Cod	15	neu
4156731888	235	397	Kobe Beef	18	pos
4156482958	22	13	Puerto Rican	-1	-1
2157424775	4	83	Portuguese	-1	-1
4156731888	795	151	Kobe	18	neu
4152527825	583	415	Tonchi Nasu	69	pos
2138910900	1	740	Grand	-1	-1
2138910900	170	44	Water Grill	-1	-1
6175365723	109	469	Roasted Red Peppers	-2	-1
2126741702	41	824	Sunburst Espresso Bar	-1	-1
2022340123	15	146	Smoked Gouda Mac	5	pos
2129244466	585	23	Sicilian	-2	-1
2155467100	107	265	Queso Fundido	6	pos
3105583168	588	469	Garlic Mahi Mahi	0	neu
4158313663	95	611	Green Salmon	49	pos
2159784545	62	658	London	-1	-1
2026382233	37	1020	California	-2	-1
3236633104	8	1684	Southern Thai	-1	-1
2125636081	18	168	Empire	-1	-1
7738628500	44	0	Mirai	-1	-1
2125817100	98	17	New York	-1	-1
4159044100	673	11	Laura	-1	-1
4152551600	45	17	Deja	-1	-1
4157315515	28	892	Lemon Chicken	236	neu
3239355877	90	424	California Chicken Cafe	-1	-1
7735257479	21	398	Sesame Chicken	-2	-1
6173407779	83	13	Blu	-1	-1
4156150916	71	1944	Irish	-1	-1
2022340123	8	157	Fried Cod Sandwich	22	pos
2155920363	160	502	Ropa Vieja	34	pos
4155437673	29	210	Buca Trio Platter	13	neu
6173676711	140	0	La Famiglia	-1	-1
2123390090	33	511	Indian	-1	-1
3236556566	450	1778	Maine Lobster Cocktail	5	neu
4155638841	79	195	Jack	-1	-1
2127652929	41	0	Mee	-2	-1
4159228424	265	211	Yellow Curry	41	neg
4159810983	498	0	Kokkari	-2	-1
6177831268	122	54	Sushi	-2	-1
4158313663	310	5	Time	-1	-1
2122858585	57	315	Les Halles	-1	-1
